10;"Kiritchenko V.A., Smirnov E.Yu., Timorin V.A.,""7801669086";24448714500;6507568071;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84868625760&doi=10.1070%2fRM2012v067n04ABEH004804&partnerID=40&md5=2e33456d487e3e57c709f951ff23040f"",""Flag variety"; Gelfand-Zetlin polytope; Schubert calculus;" Volume polynomial"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Soldatenkov A., Verbitsky M.,""55318115900";7004282961;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864083378&doi=10.1016%2fj.geomphys.2012.07.002&partnerID=40&md5=c2d68059b8600e47301d0ddaefce874f"",""Complex manifold"; HKT-structure;" Hypercomplex manifold"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Feigin E.,""6701558236";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863448936&doi=10.1016%2fj.ejc.2012.06.004&partnerID=40&md5=a7cb9a3deb7724218c6e89ed71b5c7c3"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Arzhantsev I., Liendo A.,""6603456308";16555387100;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873347128&doi=10.1307%2fmmj%2f1353098511&partnerID=40&md5=a51dfa9bca785dcdc5434292a4ad5dcf"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Dolov M.V., Chistyakova S.A.,""6603266164";6506052541;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869436778&doi=10.1134%2fS0012266112080149&partnerID=40&md5=9307f4fe499ffc941756d2ce61b18879"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Poelmans J., Elzinga P., Ignatov D.I., Kuznetsov S.O.,""24504357900";24504058300;56926915100;7202573378;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867380440&doi=10.1080%2f03081079.2012.721662&partnerID=40&md5=28edfffc18ee111201cf3f0db9e97de8"",""formal concept analysis"; human trafficking;" semi-automated knowledge discovery"",""Activity report"; Concept Lattices; Domain experts; Domain knowledge; Domain specific; Early warning indicators; Enterprise applications; Human intelligence; Human trafficking; Illegal activities; In-depth investigation; Netherlands; Police reports; Semi-automated; Formal concept analysis; Information analysis; Iterative methods;" Crime""";;;;;;;;;;;;;;;;;
10;"Malkov A., Zinkina J., Korotayev A.,""24729200900";37039918300;7003940480;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863982871&doi=10.1016%2fj.physa.2012.05.045&partnerID=40&md5=a67b1a5026e91c8e02fb05f630550e09"",""Highly porous mediums"; Percolation; Power-law distributions; Self-organized criticality;" Supercritical phenomena"",""Business partners"; Complex structure; Economic miracles; External conditions; Global Internet; Global society; Human society; Large clusters; Network cluster; Porous medium; Power law distribution; Power-law statistics; Self-organized criticality; Social Networks; Social systems; Supercritical; System connectivity; System elements; Technology diffusion; World war II; Criticality (nuclear fission); Military operations; Percolation (solid state); Population statistics; Porous materials; Social sciences computing; Websites;" Solvents""";;;;;;
10;"Savchenko A.V.,""42962245900";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867644436&doi=10.1007%2f978-3-642-33212-8_9&partnerID=40&md5=74dcc9604fa5ac199b8b1150f12069b1"",""hypothesis test for samples homogeneity"; probabilistic neural network; sets of patterns;" Statistical pattern recognition"",""Authorship attribution"; Bayes Classifier; Bayesian decision; Classification tasks; Gaussian kernel functions; Homogeneity testing; Hypothesis tests; Probabilistic neural networks; Probability neural network; sets of patterns; Smoothing parameter; Statistical pattern recognition; Statistical recognition; Training speed; Optimization; Pattern recognition;" Neural networks""";;;;;;;;;;;;;;;;;;;;
10;"Maslov V.P.,""7202893841";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867412470&doi=10.1007%2fs11232-012-0114-6&partnerID=40&md5=83041aee9409acc684a3a5cfc816bb77"",""λ-point in Bose gas"; fractional number of degrees of freedom; gas mixture; holes in incompressible liquid; negative pressure; new classical ideal gas; two-dimensional Bose condensate;" two-liquid Thiess-Landau model"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Belenky A.S.,""7006969623";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863008720&doi=10.1016%2fj.aml.2011.11.026&partnerID=40&md5=5d4cbb8916921512f828b9e348e8a4cc"",""Boolean programming"; Boolean variables; Optimal portfolio;" Precedence conditions"",""Boolean variables"; Mathematical formulation; Optimal portfolios; Optimal schedule; Optimality; Precedence conditions; Programming problem; Project implementation; Time segments; Profitability;" Mathematical programming""";;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Fomichov V.A., Kirillov A.V.,""6602185149";55365984200;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866690192&doi=10.1007%2f978-3-642-33185-5_33&partnerID=40&md5=f9064b04fbdd36f7f1eb91c9c58dd1fc"",""AOS search system"; goals base; requests about achievements and failures; semantic transformation of search request; semantic transformation pattern; SK-languages;" theory of K-representations"",""goals base"; Search system; Semantic transformation; SK-languages; theory of K-representations; Artificial intelligence; Knowledge based systems; Knowledge representation; Safety devices;" Semantics""";;;;;;;;;;;;;;;;;;;;;;;
10;"Khovratovich D., Rechberger C., Savelieva A.,""23389494700";12545226800;55365663200;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866690142&doi=10.1007%2f978-3-642-34047-5_15&partnerID=40&md5=9f072da18ddb1127aa5ba9db4a9248c8"",""biclique"; hash function; initial structure; meet-in-the-middle attack; preimage attack; SHA-2; SHA-256; SHA-3; SHA-512; Skein;" splice-and-cut"",""Biclique"; Initial structures; Meet-in-the-middle; Preimage attack; SHA-2; SHA-256; SHA-3; SHA-512; Skein; splice-and-cut; Lyapunov methods;" Hash functions""";;;;;;;;;;;;;;;;
10;"Nazarov A.L., Romanov V.G.,""55507300600";55560964700;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870352224&doi=10.1134%2fS1990478912040072&partnerID=40&md5=84d8567db1156e1656d29c36fd9a6884"",""dispersion"; Electrodynamics; inverse problem;" uniqueness"",""Cauchy problems"; Dielectric permeability; Dipole sources; Pulse currents; uniqueness; Uniqueness theorem; Unit ball; Wave dispersion; Dispersion (waves); Electrodynamics; Inverse problems;" Integrodifferential equations""";;;;;;;;;;;;;;;;;;;;;;;;
10;"Felikson A., Natanzon S.,""6603283459";6603742412;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865508359&doi=10.1016%2fj.difgeo.2012.07.002&partnerID=40&md5=76b004303a2542fdfb9e0d21b78a1c1b"",""Hyperbolic surfaces"; Moduli spaces;" Pants decompositions"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Kuyumzhiyan K., Mangolte F.,""26428262300";6602387644;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861343726&doi=10.1016%2fj.jpaa.2012.01.016&partnerID=40&md5=bc4e719afeefdc259d902f91f1974a73"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Bufetov A., Klimenko A.,""7801312296";35242931900;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861347322&doi=10.1016%2fj.ejc.2012.03.008&partnerID=40&md5=255a9adf086aadf969875eaf4ef7bd78"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Shylo O., Korenkevych D., Pardalos P.M.,""14122367200";38862101200;7005330875;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866382201&doi=10.1007%2f978-3-642-32964-7_28&partnerID=40&md5=c51fa63b50acbfae1c3458295f436751"",""discrete optimization"; global equilibrium search;" meta-heuristics"",""Best-known algorithms"; Combinatorial optimization problems; Compact sets; Discrete optimization; Discrete optimization problems; global equilibrium search; Initial solution; Job shop scheduling problems; Local search method; MAX-CUT problem; Maximum satisfiability problems; Meta heuristics; Metaheuristic; Multidimensional knapsack problems; Quadratic programming problems; Search Algorithms; Search spaces; Simulated annealing method; Solution space; Starting solutions; State-of-the-art performance; Combinatorial optimization; Integer programming; Parallel architectures; Quadratic programming; Simulated annealing;" Algorithms""";;;;;;;;;
10;"Akopov A.S., Beklaryan L.A.,""47561181900";6602611447;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866319949&partnerID=40&md5=510dceda4c6541de9c64bcd129b8dbf0"",""Agent-based modeling"; Human crowd behavior;" Simulation of complex dynamic systems"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Arzhantsev I.V., Zaidenberg M.G., Kuyumzhiyan K.G.,""6603456308";7005142617;26428262300;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866265965&doi=10.1070%2fSM2012v203n07ABEH004248&partnerID=40&md5=221b19c52f9b7f5227cdd42d0d7a4e1f"",""Affine algebraic variety"; Automorphism; Derivation;" Infinite transitivity"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Esterov A.,""8697123200";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866104269&doi=10.5427%2fjsing.2012.6d&partnerID=40&md5=ea463c39787c625310321523a2b2b84d"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Kokhov V.A.,""6507318739";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869418440&doi=10.1134%2fS1064230712030057&partnerID=40&md5=79fad50b3bb155994dda8184e78d2f94"",,""First systems"; Matrix model; Qualitative features; Semantic network; Stratified systems; Two-graphs; Directed graphs; Semantics;" Problem solving""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Bogdanov I.I., Kuyumzhiyan K.G.,""8580623700";26428262300;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867922638&doi=10.1134%2fS0001434612090179&partnerID=40&md5=45fff76a97a4fd3e0cdeaabc259d2a47"",""exceptional group"; irreducible representation; maximal torus; normality; variety;" weight decomposition"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Chistyakov V.V., Goldengorin B.I., Pardalos P.M.,""7005793389";6506538311;7005330875;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871410864&doi=10.1134%2fS106456241205002X&partnerID=40&md5=bde9586df2f8d304e244fab2c66ef66c"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Dabrowski K., Lozin V.V., Zamaraev V.,""36705618000";6603695136;46161808500;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861849325&doi=10.1016%2fj.disc.2012.04.010&partnerID=40&md5=6526b0a40ea0b056d5d057fbc78add80"",""Chordal bipartite graphs"; Factorial class; Hereditary class of graphs;" Speed of hereditary properties"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Pirkovskii A.Y.,""6507150595";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865221673&doi=10.1070%2fIM2012v076n04ABEH002603&partnerID=40&md5=01b3a0fc4e9f88f89ab8d82842026e2e"",""Bidimension"; Global dimension; Hochschild homology; Nuclear Fréchet algebra;" Van den Bergh isomorphisms"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Bibilo Y.P.,""36141863300";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864980858&doi=10.1070%2fSM2012v203n06ABEH004244&partnerID=40&md5=9c84e2406cfd62897e0a5dedeea32a43"",""Deformation 1-form"; Irregular singularities; Isomonodromic deformation;" Stokes data"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Podinovski V.V.,""15770051800";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860231988&doi=10.1016%2fj.ejor.2012.03.002&partnerID=40&md5=ce6f2260052d77e13b89d90501fe4740"",""Coefficients of importance"; Criteria importance theory; Dominance; Multi-criteria decision analysis; Partial preference relation;" Sensitivity analysis"",""Coefficients of importance"; Criteria importance theory; Dominance; Multi-criteria decision analysis; Preference relation; Mathematical models; Operations research;" Sensitivity analysis""";;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Poelmans J., Ignatov D.I., Viaene S., Dedene G., Kuznetsov S.O.,""24504357900";56926915100;55960020100;6603898706;7202573378;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864668834&doi=10.1007%2f978-3-642-31488-9_22&partnerID=40&md5=3ec53bc5698ff52e00e5188f1a022d21"",,""Concept Lattices"; Information retrieval research; Plain text; Scientific papers; Text mining; Toolsets; Unsupervised clustering technique; Abstracting; Information retrieval; Innovation; Research; Surveys;" Data mining""";;;;;;;;;;;;;;;;;;;;;;;
10;"Poelmans J., Elzinga P., Neznanov A.A., Dedene G., Viaene S., Kuznetsov S.O.,""24504357900";24504058300;55329014600;6603898706;55960020100;7202573378;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864689491&doi=10.1007%2f978-3-642-31488-9_21&partnerID=40&md5=c96c6392f283b6bc47e3a08d0d90e77f"",""Applications"; Concept lattices; Formal Concept Analysis; Software System;" Text Mining"",""Concept Lattices"; Data-mining software; Higher School; Software systems; Statistical data analysis; Text mining; Textual data; Applications; Computer software; Formal concept analysis; Hidden Markov models; Self organizing maps;" Data mining""";;;;;;;;;;;;;;;;;;
10;"Feigin E.,""6701558236";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865456481&doi=10.1007%2fs00029-011-0084-9&partnerID=40&md5=9e27b8951d65c4cc4df7ef20645ed214"",""Degeneration"; Flag varieties; Lie groups;" Plücker relations"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Poghosyan S.S., Povolotsky A.M., Priezzhev V.B.,""6506652361";6602423850;6701810638;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866340670&doi=10.1088%2f1742-5468%2f2012%2f08%2fP08013&partnerID=40&md5=b30686bfe9544b3b8cc956f59d0d9e0e"",""correlation functions";" stochastic particle dynamics (theory)"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Liu H., Fan N., Pardalos P.M.,""54998242700";35253514500;7005330875;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864284803&doi=10.1007%2fs10957-012-0007-8&partnerID=40&md5=6ae6909c180b044605acb797af9ab1ff"",""Generalized Lagrange function"; Multiobjective fractional optimal control problems;" Weak saddle points"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Ilyashenko Yu., Negut A.,""56260890300";26534671800;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864238276&doi=10.1088%2f0951-7715%2f25%2f8%2f2377&partnerID=40&md5=254094a852e7e87ee408ffe616c461da"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Bufetov A.I.,""7801312296";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867731451&doi=10.1007%2fs00039-012-0169-4&partnerID=40&md5=260cf22f6df30a57ebc82c9839ac3fa2"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Borisenko V.V., Lakhno A.P., Chepovskiy A.M.,""54583095300";42961831500;42661083200;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866334478&doi=10.1007%2fs10958-012-0908-y&partnerID=40&md5=ed932a07e2189ac76a42f881b83b89da"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Kazarian M.E., Lando S.K.,""56271988700";6602320062;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864087198&partnerID=40&md5=204ab1da6c6cbc099775b310e9e00cce"",""Deligne-Mumford compactification"; Hodge integrals; Moduli spaces;" Witten-Kontsevich potential"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Obiedkov S.,""7801637737";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864053230&doi=10.1007%2f978-3-642-29892-9_22&partnerID=40&md5=d4c7fb16115db2924f9ce22e04f4273e"",""formal concept analysis"; implications; preference logic;" preferences"",""implications"; Inference systems; Preference logic; preferences; Information analysis;" Formal concept analysis""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Babin M.A., Kuznetsov S.O.,""36681934600";7202573378;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864052267&doi=10.1007%2f978-3-642-29892-9_7&partnerID=40&md5=a9a07d67ed0ea929be010d540b1ff774"",""approximate counting"; computational complexity;" concept stability"",""Algorithmic complexity"; Approximate algorithms; Approximate counting; Approximate stability; Biclusters; Computer experiment; Stability indices; Algorithms; Computational complexity; Formal concept analysis; Information analysis;" Stability""";;;;;;;;;;;;;;;;;;;;;;;;;
10;"Domenach F., Ignatov D.I., Poelmans J.,""6508136861";56926915100;24504357900;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864061806&partnerID=40&md5=f58d181835bf1a69ef7e164c76401607"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Elagin A.D.,""7801316586";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863896165&doi=10.1070%2fSM2012v203n05ABEH004238&partnerID=40&md5=4c89910cfbdced86f1d397f92b0547d7"",""Algebraic variety"; Derived category; Descent theory;" Semiorthogonal decomposition"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Zabrodin A., Zotov A.,""7004036132";35448469200;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864780286&doi=10.1063%2f1.4732534&partnerID=40&md5=8b5a3c8f93f9766cf80d425adb7cda6c"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Zabrodin A., Zotov A.,""7004036132";35448469200;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864766819&doi=10.1063%2f1.4732532&partnerID=40&md5=864da6169a6c6da8d1ba7d55d6d2e45a"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Irelli G.C., Feigin E., Reineke M.,""55274253800";6701558236;6602920692;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863203308&doi=10.2140%2fant.2012.6.165&partnerID=40&md5=2283f9f6518a4652e54d0fc908a087ee"",""Degeneration"; Flag variety;" Quiver grassmannian"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Fomichov V.A., Fomichova O.S.,""6602185149";6602653836;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862855709&partnerID=40&md5=4b8fa7c9175de0cdc08ab3defa3e6a4b"",""Algorithm of resisting emotional attacks via social networks"; Early socialization of children; Impressionism; Informational-aesthetic conception of developing cognitive-emotional sphere; Maps of cognitive transformations; Methods of emotionalimaginative teaching;" Theory of dynamic conceptual mappings"",""Conceptual mapping"; Early socialization of children; Emotional attacks; Formal notations; Impressionism; Information and Communication Technologies; Information society; Original algorithms; Scientific discipline; Social consequences; Social Networks; Social responsibilities; Data processing; Information science; Information technology; Internet; Social networking (online); Social sciences; Spheres;" Algorithms""";;;;;;;;;;;;;
10;"Polishchuk A., Positselski L.,""7004476955";8536420000;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862842022&doi=10.1090%2fS0002-9947-2012-05667-4&partnerID=40&md5=77f2ac18e7f8922ef61ca3418cdbe9b8"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Zlotnik A.A.,""7101674545";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864417655&doi=10.1134%2fS0965542512070111&partnerID=40&md5=521371a3d014e0e1d5b5f5bcbb605700"",""entropy balance equation"; gas dynamics; quasi-gasdynamic system of equations;" spatial discretization"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Chistyakov V.V.,""7005793389";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866053589&doi=10.1134%2fS1064562412040163&partnerID=40&md5=ed0d6c1f8317b9931259e1c6371e5283"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Dagaev D.A.,""55180678100";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866182372&doi=10.3103%2fS0027132212040092&partnerID=40&md5=79d9f6e056dbe2da353b729d1b9b8322"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Zlotnik A.A.,""7101674545";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866046907&doi=10.1134%2fS1064562412040151&partnerID=40&md5=0096846673f2b44ade8b5e9573d5cf87"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Chistyakov V.V., Goldengorin B.I., Pardalos P.M.,""7005793389";6506538311;7005330875;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863728645&doi=10.1007%2fs10898-012-9847-x&partnerID=40&md5=e45a9aed5fc51bd847bb453d302620d5"",""Additive objective function"; Combinatorial optimization problem;" Extremal values of tolerances"",""Combinatorial optimization problems"; Extremal; Feasible solution; Objective functions; Optimal solutions; Optimal systems;" Combinatorial optimization""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Glutsyuk A., Kudryashov Y.,""6603503731";7003930247;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867767164&doi=10.3934%2fjmd.2012.6.287&partnerID=40&md5=7abd39a03986922ffd73eff217212dcb"",""Billiards"; Dynamical systems;" Periodic orbits"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Takasaki K., Takebe T.,""7102805973";7005898546;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937907296&doi=10.1007%2fs13324-012-0026-5&partnerID=40&md5=2fb0fa13f419898fdf935438eb7ccde5"",""35Q53";" 37K10"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Bogataya S.I., Bogatyi S.A., Kudryavtseva E.A.,""36977936600";6602342145;7003422444;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862551256&doi=10.1070%2fSM2012v203n04ABEH004234&partnerID=40&md5=c96da31e46eea11033cf77b285653c82"",""Cardinality of the preimage of a plane"; Embedding;" Euclidean space"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Anisimov A.B.,""54975504700";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862508936&doi=10.1070%2fSM2012v203n04ABEH004231&partnerID=40&md5=cca5c46d67f31292da991b629f1cb6b0"",""Balanced collection"; Stable action;" Weyl group"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Bezrukavnikov R., Finkelberg M., Ostrik V.,""15755367700";6602282553;6602188438;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861224218&doi=10.1007%2fs00222-011-0354-3&partnerID=40&md5=1d348f688a872d10ae192afd34cfffe3"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Kryszkiewicz M., Obiedkov S., Raś Z.W.,""6603900000";7801637737;7003495972;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861396497&doi=10.3233%2fFI-2012-654&partnerID=40&md5=a0e688a7a5980126c8f3745d16719d82"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Braverman A., Finkelberg M.,""7005928142";6602282553;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858339885&doi=10.1016%2fj.aim.2011.12.007&partnerID=40&md5=c7e9df365dc87931bbe070e137e3cfaa"",""Affine Grassmannian"; Convolution;" Quiver varieties"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Athreya J., Bufetov A., Eskin A., Mirzakhani M.,""14013933600";7801312296;7005174335;15127847300;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861653377&doi=10.1215%2f00127094-1548443&partnerID=40&md5=79b661bb12c1e916bdcf22522e070477"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Feigin E.B.,""6701558236";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858406043&doi=10.1007%2fs10688-012-0005-5&partnerID=40&md5=6d5cca86f7cec48c061a63d721235f1b"",""affine Lie algebra"; vertex operator algebra;" Zhu algebra"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Fan N., Izraelevitz D., Pan F., Pardalos P.M., Wang J.,""35253514500";6602418682;14822427400;7005330875;55742757700;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863269151&doi=10.1007%2fs12667-011-0046-5&partnerID=40&md5=90628aeb08019a64d9b8c5b17f6b6639"",""Graph partitioning"; Intentional islanding; Mixed integer programming; Optimal power flow;" Weakly connected islands"",""Graph Partitioning"; Intentional islanding; Mixed integer programming; Optimal power flows; Weakly connected islands; Computer programming; Electric power system interconnection; Graph theory; Integer programming; Optimization;" Electric power distribution""";;;;;;;;;;;;;;;;;;;;;
10;"Samovol V.S.,""6506482791";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858377458&doi=10.1134%2fS1064562412010413&partnerID=40&md5=96df1066555f670da3b8703664707aa4"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Ignatov D.I., Poelmans J., Dedene G., Viaene S.,""56926915100";24504357900;6603898706;55960020100;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856052146&doi=10.1007%2f978-3-642-27387-2_25&partnerID=40&md5=6aa88076415ff7c9924ab438b3c83fec"",""applied combinatorics"; quality of recommendations; recommender systems;" user-behavior modeling"",""Combinatorics"; Cross validation; Cross-validation technique; Data sets; Empirical validation; Execution time; Key performance indicators; Recall and precision; Recommender algorithms; Research domains; Algorithms; Artificial intelligence; Behavioral research; Benchmarking; Quality control; Recommender systems; Statistical tests;" Mathematical models""";;;;;;;;;;;;;;;;
10;"Mirkin B., Nascimento S.,""35428028600";7003805775;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-80055036002&doi=10.1016%2fj.ins.2011.09.009&partnerID=40&md5=6c67e6e85a0f4e8519fe489049e8248f"",""Additive fuzzy clustering"; Community structure; Lapin transformation; One-by-one clustering; Research activity structure;" Spectral fuzzy clustering"",""Cluster analysis"; Fuzzy clustering; Inverse problems; Iterative methods; Metadata; Social sciences; Spectroscopy; Community structures; Iterative extraction; Lapin transformation; Multi-dimensional vectors; Network structures; One-by-one clustering; Research activities; Spectral decomposition;" Matrix algebra""";;;;;;;;;;;;;;;;;;
10;"Pereskokov A.V.,""6602950211";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959577018&partnerID=40&md5=ed57668e5a17576ad88bc5a6f0091d45"",""Coherent transformation"; Operator averaging method; Spectral cluster; Turning point;" WKB approximation"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Shvedov A.S.,""57191612564";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857612187&doi=10.1134%2fS0037446612010168&partnerID=40&md5=44b1c5b45446c8b3385ad5c8e40d52fd"",""first quadratic form"; random matrix; singular gamma distribution;" volume element"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Bautin G.A., Kalyagin V.A.,""55630568100";13002922100;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978955290&doi=10.1007%2f978-1-4614-3773-4_9&partnerID=40&md5=8f0118344c97d76ef4cc42fb9ed14680"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Zlotnik A.A., Zlotnik I.A.,""7101674545";14043052500;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84912043558&doi=10.1134%2fS1064562412060130&partnerID=40&md5=79bb2fa079c4b812ae109f5aa3381f48"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
