;Область, Авторы,Идентификаторы авторов,Ссылка,Ключевые слова автора,Ключевые слова указателя;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Batsyn M., Ponomarenko A.,""37111907600";55345834600;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955291930&doi=10.1007%2f978-3-319-27926-8_7&partnerID=40&md5=73bdc940f730a036c2cdcb15914db95a"",""Insertion heuristic"; Site-dependent; Soft time windows; Split-deliveries;" Truck and trailer"",""Artificial intelligence"; Big data; Learning systems; Optimization; Sales; Transportation routes; Truck trailers; Trucks; Unloading; Vehicle routing; Vehicles; Insertion heuristic; Randomized mechanism; Site-dependent; Soft time windows; Split delivery; Transportation problem; Truck and trailer routing problems; Vehicle assignment;" Truck transportation""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Savchenko A.V.,""42962245900";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984600768&doi=10.1007%2f978-3-319-19941-2_23&partnerID=40&md5=6d32f694b8f4c27a50ee06d077ebe252"",""Approximate nearest neighbor"; Directed enumeration method; Face recognition; Kullback-Leibler divergence;" Statistical pattern recognition"",""Artificial intelligence"; Face recognition; Heuristic methods; Nearest neighbor search; Optimization; Speech recognition; Composite objects; Directed enumeration methods; Kullback Leibler divergence; Medium-sized database; Minimum information; Optimal greedy algorithm; Statistical pattern recognition; Statistical recognition;" Pattern recognition""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Koldanov A.P., Kalyagin V.A., Pardalos P.M.,""6603418986";13002922100;7005330875;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955243226&doi=10.1007%2f978-3-319-27926-8_3&partnerID=40&md5=e0f420ae791f43b20adba306edc5e1f8"",""Hochberg procedure"; Holm procedure; Market network; Sharp ratio; Stepwise multiple testing statistical procedures;" Stock selection"",""Artificial intelligence"; Learning systems; Statistical methods; Statistical tests; Hochberg procedure; Holm procedure; Multiple testing; Sharp ratios; Stock selections;" Big data""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Makarov I.,""57203060623";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983127836&doi=10.1007%2fs11787-015-0117-9&partnerID=40&md5=eceb46636bd086fc3f96f02651c6e627"",""closed class"; finite total equivalence system;" Many-valued logic"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Maslov V.P.,""7202893841";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924352662&doi=10.1007%2fs11232-015-0264-4&partnerID=40&md5=970b9b72637b97208f5fcffa0d7b89a0"",""Boltzmann statistics"; Bose-Einstein statistics; Gibbs paradox; parastatistics; spinodal;" van der Waals model"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Makhlin I.Y.,""56556846000";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924972436&doi=10.1007%2fs10688-015-0079-y&partnerID=40&md5=bfe6ca0594531fa1f7cde4cad4659a6c"",""affine Lie algebras"; Brion’s theorem; character formulas; convex polyhedra;" representation theory"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Grines V.Z., Noskova M.K., Pochinka O.V.,""55978243000";57159753500;6507516545;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960106013&doi=10.1090%2fmosc%2f249&partnerID=40&md5=078f61044aba55c8417792267fedf836"",""DA-diffeomorphism"; Energy function;" Structurally stable"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Belomestny D.V., Prokhorov A.V.,""15069577900";7201653860;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947801601&doi=10.1137%2fS0040585X97T987363&partnerID=40&md5=faf4140941a72081c6d30a69b57671dc"",""Characterization"; Independent linear statistics;" Stability"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Dudok E., Guerreiro S., Babkin E., Pergl R., Van Kervel S.J.,""56549932900";24536769600;6701533991;26633154200;55440728400;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937467918&doi=10.1007%2f978-3-319-19297-0_1&partnerID=40&md5=6915a5ffda55b8a1cf22114ae57895de"",""Demo methodology"; Enterprise operating system; Enterprise operational analysis; Governance risk compliance;" Process mining"",""Data mining"; Risk assessment; Business procedures; Conformance checking; Demo methodology; Enterprise engineering; Governance risks; Operational analysis; Process mining; Transactional data;" Quality control""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Hansen K.A., Podolskii V.V.,""8954556100";23092161300;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027953658&doi=10.1016%2fj.ic.2014.09.008&partnerID=40&md5=f430bf391f84e2379f9a750fa575df4f"",""Communication complexity"; Polynomial threshold functions;" Threshold circuits"",""Polynomials"; Threshold elements; Communication complexity; Degree restrictions; Polynomial degree; Polynomial length; Polynomial threshold functions; Structural studies; Super-polynomials; Threshold circuits;" Boolean functions""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Buzmakov A., Kuznetsov S.O., Napoli A.,""56018681500";7202573378;7005873419;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959420367&doi=10.1007%2f978-3-319-23525-7_10&partnerID=40&md5=b08703d98aa205ca69544d57cab5bf99"",""Interval tuple Data"; Nonmonotonic constraints;" Pattern mining"",""Artificial intelligence"; Data mining; Anti-monotonicity; Exponential explosion; Infrequent patterns; Interval tuple Data; Monotonic functions; Nonmonotonic; Pattern mining; Pattern selection;" Learning systems""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Bolshakova E.I., Efremova N.E.,""13608846000";57022201400;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84951872515&doi=10.1007%2f978-3-319-26123-2_29&partnerID=40&md5=e72c7269f04488ce38d4bd08105dedbc"",""Automatic term extraction"; Lexico-syntactic patterns; Multiword terms; Term occurrences in scientific text;" Text variants of terms"",""Character recognition"; Extraction; Image analysis; Syntactics; Text processing; Automatic term extraction; Lexico-syntactic patterns; Multiword terms; Scientific texts; Text variants of terms;" Natural language processing systems""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Sidorova M.V., Divochiy A., Vachtomin Y.B., Smirnov K.V.,""56878620300";22979146300;8561959900;22945547300;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943405670&doi=10.1117%2f12.2178131&partnerID=40&md5=aa0b8d80115e04d561eb244721d0c203"",""Single-photon detecting"; SNSPD; SSPD; Superconductivity; TCSPC;" Telecommunication wavelength"",""Avalanche photodiodes"; Infrared devices; Optical data processing; Optical fiber coupling; Photodetectors; Photons; Single mode fibers; Superconductivity; Timing jitter; Single photons; SNSPD; SSPD; TCSPC; Telecommunication wavelengths;" Particle beams""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Zhikharevich B.S., Rusetskay O.V., Mladenović N.,""6507980618";56521742800;55947364100;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923083276&doi=10.1016%2fj.endm.2014.11.028&partnerID=40&md5=608f25e2bfa10c1c60c7278ea3318706"",""Clustering"; K-Means; Ranking; Socio-economic;" Variable neighborhood search"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Bernstein A.V., Kuleshov A.P., Yanovich Yu.A.,""55926029700";25621485600;57003326000;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958231165&doi=10.1117%2f12.2228741&partnerID=40&md5=41e33bafd0ce3893bc88c397a5f2e97a"",""conformal embedding"; Image manifold; isometry embedding; low-dimensional parameterization; manifold learning; tangent spaces;" tangent vector fields"",""Computer vision"; Parameterization; Vectors; conformal embedding; Image manifolds; isometry embedding; Low dimensional; Manifold learning; Tangent space; Tangent vectors;" Vector spaces""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Chepyzhov V.V.,""6603478247";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921873237&doi=10.3934%2fdcdsb.2015.20.811&partnerID=40&md5=20d20be01332eceb302ee2618067cd44"",""Dissipative 2d Euler system"; Trajectory attractor;" Zero viscosity limit"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Naumenko V.,""56902339000";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944263132&doi=10.1007%2f978-3-319-09946-0__14&partnerID=40&md5=d2880fd8bc49d4cb110a1987a1c24c6e"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Andreeva E., Poletaeva T., Abdulrab H., Babkin E.,""57016355100";56337698400;6602972854;6701533991;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84951286129&doi=10.1007%2f978-3-319-24626-0_6&partnerID=40&md5=8062cb8d0dbdb8644a5b9b895ff09aa5"",""Domain ontology"; Knowledge management; Semantic data modeling; Semantic interoperability;" Supply network"",""Information analysis"; Information management; Knowledge management; Semantics; Supply chains; Business case; Domain ontologies; Knowledge integration; Ontology-based; Semantic data model; Semantic interoperability; Supply chain operations reference models; Supply networks;" Data integration""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Bernstein A., Kuleshov A., Yanovich Y.,""55926029700";25621485600;57003326000;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949752569&doi=10.1007%2f978-3-319-17091-6_36&partnerID=40&md5=c6204e80bc81579675ef7ecf93ae7a57"",""Dimensionality reduction"; Manifold learning; Manifold learning regression; Nonlinear regression;" Tangent bundle manifold learning"",""Jacobian matrices"; Learning systems; Mapping; Vector spaces; Dimensional spaces; Dimensionality reduction; Input-output; Manifold learning; Non-linear regression; Predictive function; Regression problem; Training data sets;" Regression analysis""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Zakharov V.A.,""35496961400";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949908436&doi=10.1007%2f978-3-319-23021-4_19&partnerID=40&md5=a9c8a4a5733409eb4079407cb202c552"",,""Algebra"; Information science; Equivalence-checking problem; Finite state transducers; Formal model; Model of computation; Reactive programs; Semi-group; Semigroups;" Transducers""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Nezhnov P., Kardanova E., Vasilyeva M., Ludlow L.,""45561537000";56556956700;6603138745;7004013452;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924937165&doi=10.1177%2f0013164414534068&partnerID=40&md5=95426cbc54fad437ee3b7c7082d9fef8"",""mathematics"; Rasch model;" Vygotsky’s theory"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Andreev N.,""56902326400";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944235660&doi=10.1007%2f978-3-319-09946-0__1&partnerID=40&md5=b191ef5f9bec508bf58c1d03092abe78"",""Market liquidity"; Optimal portfolio selection; Portfolio liquidation;" Price impact"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Buzmakov A., Kuznetsov S.O., Napoli A.,""56018681500";7202573378;7005873419;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958526666&doi=10.1007%2f978-3-319-19545-2_13&partnerID=40&md5=b75367214697d71ac18000cf55e15892"",""Formal concept analysis"; Pattern structures; Projections;" Representation contexts"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Ivanov G.M.,""57195918551";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954310056&partnerID=40&md5=ede300e9d70b2e3e0afdd1afc66b0f48"",""Day-Norrdlander type result"; Modulus of convexity; Modulus of smoothness;" Supporting hyperplane"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Klartag B.B., Kolesnikov A.V.,""8427234200";7101682128;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929759032&doi=10.2140%2fapde.2015.8.33&partnerID=40&md5=d8ecda492dc7f27174779a0ba1c0bad2"",""Log-concave measures";" Transportation of measure"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Toporkov V., Toporkova A., Tselishchev A., Yemelyanov D., Potekhin P.,""55961546000";6507444021;24825612100;35175412600;56786588700;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944215015&doi=10.1007%2f978-3-319-21909-7_29&partnerID=40&md5=076e7d6d6a3d4ea841db1fadce91f6e6"",""Batch"; Flow; Grid; Job; Knapsack problem; Resource management; Scheduling;" Virtual organization"",""Combinatorial optimization"; Heuristic methods; Scheduling; Batch; Flow; Grid; Job; Knapsack problems; Resource management; Virtual organization;" Job shop scheduling""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Decrouez G., Hambly B., Jones O.D.,""18041939700";7006085364;7203021768;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027955493&doi=10.1016%2fj.spa.2014.11.007&partnerID=40&md5=60d6188886da1b2d4fe262ce0f373114"",""Branching processes"; Hausdorff spectrum; Multifractal processes; Multifractal spectrum;" Singularity spectrum"",""Probability distributions"; Branching process; Hausdorff; Multi-fractal spectrum; Multifractal process; Singularity spectrum;" Fractals""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Gavrilin V.A., Zlotnik A.A.,""16462795400";7101674545;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924187805&doi=10.1134%2fS0965542515020098&partnerID=40&md5=387eeb82493b0b12c07cc7d05d199ecd"",""entropy balance equation"; gas dynamics; general equations of state; quasi-gasdynamic system of equations;" spatial discretization"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Kelbert M., Mozgunov P.,""55884702600";57105594900;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957689341&partnerID=40&md5=6b3da9433c1095c93a8fe731e526d4ae"",""Bernoulli random variable"; Fisher information; Renyi entropy; Tsallis entropy;" Weighted differential entropy"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Baben M., Gawrychowski P., Kociumaka T., Starikovskaya T.,""56743205000";25521762100;55195716200;24339291900;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938244208&partnerID=40&md5=a0a687e2f896cd0b8a5b7af8139de671"",,""Algorithms"; Data compression; Data structures; Forestry; Query processing; Binary search; Burrows Wheeler transform; Combinatorial structures; Construction time; ITS applications; Run-length encoding; State-of-the-art algorithms; Wavelet tree; Trees (mathematics); Algorithms;" Problem Solving""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Tyurin N.A.,""7003996053";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924359603&doi=10.1007%2fs11232-015-0254-6&partnerID=40&md5=8fddf325b507ae3ff09a50b6884415ee"",""hyperplane section"; integrable system; projective space; pseudotoric structure;" toric manifold"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Barjis J., Pergl R., Babkin E.,""12143986300";26633154200;6701533991;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84951304374&doi=10.1007%2f978-3-319-24626-0&partnerID=40&md5=e2397efba7a2a34ed3d5f19f7deab95f"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Vorontsov K., Potapenko A., Plavin A.,""6507982932";55631849300;57003543200;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949809819&doi=10.1007%2f978-3-319-17091-6_14&partnerID=40&md5=feffdc6376ff76ca47da7693943d2782"",""EM-algorithm"; Probabilistic latent sematic analysis; Probabilistic topic modelling; Regularization;" Topic selection"",""Algorithms"; De correlations; EM algorithms; Multi-criteria approach; Probabilistic latent sematic analysis; Probabilistic topic models; Regularization; Text collection; Topic selection;" Entropy""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Buchstaber V.M., Kustarev A.A.,""7004180276";23976271900;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960517401&doi=10.1070%2fIM2015v079n06ABEH002776&partnerID=40&md5=acbebc64f063d445b0f3498d169e741b"",""Characteristic function"; Equivariant embedding;" Moment-angle manifold"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Rubtsov A., Vyalyi M.,""56988930900";23092601000;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949024625&doi=10.1007%2f978-3-319-19225-3_22&partnerID=40&md5=a17726ec09ff6fb5e9ffb8d986d5eada"",,""Algorithmic languages"; Computational complexity; Computational linguistics; Dispersion compensation; Parallel processing systems; Algorithmic complexity; Context-free; Dominance relation; Intermediate complexity; Maximal filters; P-complete; Realizability;" Context free languages""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Stegailov V.V., Orekhov N.D., Smirnov G.S.,""6603823822";56192008000;55234045200;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944255928&doi=10.1007%2f978-3-319-21909-7_45&partnerID=40&md5=cd4ce92f1681d6a507cdd436ec50573b"",,""Algorithms"; Computational efficiency; Efficiency; Hardware; Molecular dynamics; Supercomputers; Atomistic modeling; Classical molecular dynamics; Hardware efficiency; Hardware system; Linpack benchmark; Peak performance; Time-to-solution;" Quantum efficiency""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Tutubalina E., Nikolenko S.,""56441621500";13608710100;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84952642265&doi=10.1007%2f978-3-319-27101-9_7&partnerID=40&md5=ea91ef018ebcabad5440b08e60c8cc13"",,""Algorithms"; Artificial intelligence; Domain knowledge; EM algorithms; New approaches; Opinion mining; Sentiment analysis; Sentiment dictionaries; Topic model; Topic Modeling;" Data mining""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Buff X., Goncharuk N.,""6602830234";55101737900;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949986722&doi=10.3934%2fjmd.2015.9.169&partnerID=40&md5=8b02d18e35d05131f835499dd9ea1ec8"",""Complex tori"; Diffeomorphisms of the circle; Quasiconformal maps;" Rotation numbers"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Natanzon S., Zabrodin A.,""6603742412";7004036132;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928911185&doi=10.1093%2fimrn%2frnt210&partnerID=40&md5=8f65ae3c9a7ec52ebb60547481d710d6"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Bronevich A., Rozenberg I.,""23102270900";15136568900;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84912129111&doi=10.1016%2fj.ijar.2014.10.002&partnerID=40&md5=f80aeffe93f93fd07967eafe4349d3b1"",""Belief functions"; Generalized dempster-shafer rules; Imprecision indices;" Uncertainty in information"",""Belief function"; Dempster-Shafer rule; Imprecision indices;" Uncertainty in information""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Andreev N., Lapshin V.,""56902326400";55177754000;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944239136&doi=10.1007%2f978-3-319-09946-0__2&partnerID=40&md5=4c3a34b448af2cf69e562dea34a0f9ab"",""Chaos theory"; Correlation integral; Microstructure; Price dynamics;" Recurrence plot"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Kaytoue M., Codocedo V., Buzmakov A., Baixeries J., Kuznetsov S.O., Napoli A.,""27567839200";26025572600;56018681500;8886244000;7202573378;7005873419;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984617606&doi=10.1007%2f978-3-319-23461-8_19&partnerID=40&md5=225a2400530849d4c7fea317e7e0e173"",,""Artificial intelligence"; Database systems; Formal concept analysis; Information analysis; Learning systems; Complex data; Concept Lattices; Functional dependency; Knowledge processing; Local patterns; Pattern structure;" Data mining""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Abu-Shanab R., Veretennikov A.Y.,""55631699600";7003845665;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940211222&doi=10.1090%2ftpms%2f945&partnerID=40&md5=f4363e999f496e8594861f57fa6993b4"",""Asymptotic efficiency"; Borovkov-Sakhanenko bounds; Cramér-Rao bounds;" Integral information inequalities"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
